model_name,maze_name,pause_location,pause_time,mean_time_distracted,time_thinking,sd_time_distracted,proportion_distracted,scaled
Attempt5,10_by_10_maze_2,(10;2),320,259.45388218447124,60.54611781552876,36.328817131013,0.8107933818264726,1.4697591958231873
Attempt5,10_by_10_maze_2,(7;1),200,34.800980796076814,165.19901920392317,37.399439717702116,0.17400490398038407,-0.7608486149457219
Attempt5,10_by_10_maze_2,(7;1),320,79.09548361806553,240.90451638193446,52.48832867259361,0.24717338630645477,-0.5045465713995005
Attempt5,10_by_10_maze_2,(7;1),500,169.18268326926693,330.81731673073307,89.71928438574193,0.3383653665385339,-0.1851099759491592
Attempt5,10_by_10_maze_2,(10;8),320,256.72313310746756,63.27686689253244,26.31461381850774,0.8022597909608361,1.4398668609254508
Attempt5,10_by_10_maze_2,(6;1),320,59.72140111439554,260.2785988856045,40.68603178426804,0.18662937848248606,-0.7166263144315973
Attempt5,7_by_7_maze_4,(7;1),200,123.5932256270975,76.4067743729025,17.599076053807153,0.6179661281354875,0.7943041692701004
Attempt5,7_by_7_maze_4,(5;1),200,72.92714829140684,127.07285170859316,27.96173400573229,0.3646357414570342,-0.09308741975712057
Attempt5,7_by_7_maze_4,(5;1),320,123.687505249979,196.31249475002102,73.69413443850601,0.38652345390618437,-0.016416901920366118
Attempt5,7_by_7_maze_4,(6;3),200,146.8626925492298,53.13730745077021,14.244074648377463,0.734313462746149,1.2018575129212279
Attempt5,7_by_7_maze_4,(4;1),200,66.68421326314694,133.31578673685306,32.42345315258605,0.3334210663157347,-0.2024293764713966
Attempt5,15_by_15_maze_6,(1;3),320,56.28401486394054,263.71598513605943,13.114549143390443,0.1758875464498142,-0.754253902347591
Attempt5,15_by_15_maze_6,(3;5),320,262.8938284246863,57.10617157531368,6.63066539281736,0.8215432138271448,1.507414806845327
Attempt5,15_by_15_maze_6,(5;14),320,190,130,0,0.59375,0.7094774388174573
Attempt5,15_by_15_maze_6,(6;7),320,58.55220579117684,261.44779420882315,22.039933837116347,0.18297564309742761,-0.7294249924415408
Attempt5,15_by_15_maze_6,(10;11),320,18.687925248299006,301.312074751701,51.38910441873633,0.058399766400934396,-1.16580211492419
Attempt5,15_by_15_maze_6,(7;15),320,285.90489638041447,34.09510361958553,19.576303513824133,0.8934528011887952,1.7593070643507085
Attempt5,15_by_15_maze_6,(7;7),320,0,320,0,0,-1.3703707897871944
Attempt5,15_by_15_maze_6,(12;1),320,26.180935276258896,293.8190647237411,31.09430633242771,0.08181542273830905,-1.0837793589580358
Attempt5,15_by_15_maze_6,(1;3),160,10,150,0,0.0625,-1.1514393973024941
Attempt5,15_by_15_maze_6,(5;15),320,121.55363378546485,198.44636621453515,104.24192732487995,0.3798551055795777,-0.039775474475838436
Attempt5,15_by_15_maze_6,(7;5),320,200.50143799424802,119.49856200575198,4.450411096984667,0.6265669937320251,0.8244321609760801
Attempt5,15_by_15_maze_6,(12;1),160,20,140,0,0.125,-0.932508004817794
